strain	date	country
2006.447	2006-01-01	BKK
2006.551_2	2006-01-01	BKK
2006.77	2006-01-01	BKK
2006.573	2006-01-01	BKK
1998.953	1998-01-01	BKK
2006.762_2	2006-01-01	BKK
2006.781	2006-01-01	BKK
2010.838	2010-01-01	BKK
2008.527	2008-01-01	BKK
2011.147	2011-01-01	H11
2012.56	2012-01-01	Thailand
2008.813	2008-01-01	H08
2009.73	2009-01-01	H09
2010.4	2010-01-01	Laos
2010.564	2010-01-01	Laos
2012.15	2012-01-01	BKK
2010.652	2010-01-01	BKK
2010.858	2010-01-01	BKK
2013.605	2013-01-01	BKK
2011.307	2011-01-01	BKK
2011.532	2011-01-01	BKK
2007.73	2007-01-01	R07
2008.5_10	2008-01-01	P08
2009.063	2009-01-01	H09
2010.5	2010-01-01	H10
2010.73	2010-01-01	H10
2009.813	2009-01-01	R09
2010.063	2010-01-01	R10
1994.019	1994-01-01	BKK
1994.666	1994-01-01	BKK
1995.5_2	1995-01-01	KPP
1995.655	1995-01-01	KPP
1994.984	1994-01-01	BKK
1995.063	1995-01-01	BKK
1994.967	1994-01-01	BKK
1996.049	1996-01-01	BKK
1994.5_11	1994-01-01	KPP
1994.732	1994-01-01	BKK
1995.5	1995-01-01	KPP
1995.5_3	1995-01-01	KPP
1995.532	1995-01-01	KPP
1994.6	1994-01-01	BKK
1994.805	1994-01-01	BKK
1995.416	1995-01-01	KPP
1995.805	1995-01-01	BKK
1994.036	1994-01-01	BKK
1994.5_6	1994-01-01	KPP
1994.5_10	1994-01-01	KPP
1994.5_9	1994-01-01	KPP
1994.644	1994-01-01	KPP
1995.205	1995-01-01	BKK
1995.592	1995-01-01	KPP
1995.622	1995-01-01	KPP
1995.551	1995-01-01	BKK
1996.784	1996-01-01	BKK
1995.581	1995-01-01	BKK
1996.598	1996-01-01	BKK
2002.334	2002-01-01	BKK
1996.634_2	1996-01-01	BKK
2001.326	2001-01-01	BKK
2001.578	2001-01-01	BKK
1995.668	1995-01-01	BKK
1995.696	1995-01-01	BKK
1997.603	1997-01-01	BKK
1996.511	1996-01-01	BKK
1996.697	1996-01-01	BKK
2006.551	2006-01-01	BKK
1999.038	1999-01-01	BKK
1999.474	1999-01-01	BKK
2001.515	2001-01-01	KPP
1999.54	1999-01-01	BKK
2002.036	2002-01-01	BKK
2001.433	2001-01-01	KPP
2001.488	2001-01-01	Thailand
2001.471	2001-01-01	Thailand
2001.507	2001-01-01	Thailand
2001.521	2001-01-01	Thailand
2001.638	2001-01-01	Thailand
2001.658	2001-01-01	Thailand
2001.6	2001-01-01	Thailand
2001.603	2001-01-01	Thailand
2001.701	2001-01-01	KPP
2001.562_2	2001-01-01	Thailand
2001.6_2	2001-01-01	Thailand
2001.603_2	2001-01-01	Thailand
2001.532	2001-01-01	Thailand
2001.523_2	2001-01-01	KPP
2001.447	2001-01-01	KPP
2001.819_2	2001-01-01	KPP
2001.707	2001-01-01	BKK
2002.107	2002-01-01	BKK
2001.696	2001-01-01	Thailand
2000.631	2000-01-01	BKK
2000.817	2000-01-01	BKK
2001.334	2001-01-01	KPP
2001.836	2001-01-01	Thailand
2001.499	2001-01-01	KPP
1998.181	1998-01-01	BKK
1999.564_2	1999-01-01	L99
2001.822	2001-01-01	BKK
2000.948	2000-01-01	BKK
2006.405	2006-01-01	BKK
2004.063	2004-01-01	P03
2003.225	2003-01-01	BKK
2006.496	2006-01-01	BKK
1996.634	1996-01-01	BKK
1997.91	1997-01-01	BKK
2003.586	2003-01-01	BKK
2003.816	2003-01-01	BKK
2001.395	2001-01-01	BKK
1994.027	1994-01-01	BKK
1996.363	1996-01-01	KPP
1996.59	1996-01-01	KPP
1996.423	1996-01-01	KPP
1996.464	1996-01-01	BKK
2002.419	2002-01-01	BKK
1997.663	1997-01-01	KPP
1997.682	1997-01-01	KPP
1997.641	1997-01-01	BKK
1995.849	1995-01-01	BKK
1997.679	1997-01-01	BKK
2002.49	2002-01-01	BKK
1997.419	1997-01-01	BKK
1994.5	1994-01-01	Thailand
1994.614	1994-01-01	BKK
1994.584	1994-01-01	BKK
1994.608	1994-01-01	BKK
1996.656	1996-01-01	BKK
1996.77	1996-01-01	BKK
1997.784	1997-01-01	BKK
1997.91_2	1997-01-01	BKK
1999.244	1999-01-01	BKK
1999.367	1999-01-01	BKK
1998.23	1998-01-01	BKK
1998.192	1998-01-01	KPP
1999.225	1999-01-01	KPP
1997.384	1997-01-01	BKK
1998.134	1998-01-01	BKK
1999.97	1999-01-01	BKK
1996.833	1996-01-01	BKK
1999.825	1999-01-01	BKK
2003.753	2003-01-01	BKK
1994.112	1994-01-01	BKK
1994.507	1994-01-01	BKK
1994.359	1994-01-01	BKK
1994.5_2	1994-01-01	Thailand
1994.5_12	1994-01-01	Thailand
1995.43	1995-01-01	BKK
1995.679	1995-01-01	BKK
1996.669	1996-01-01	BKK
1997.948	1997-01-01	KPP
1998.244	1998-01-01	KPP
1998.334	1998-01-01	KPP
1998.326	1998-01-01	KPP
1999.307	1999-01-01	KPP
1999.479	1999-01-01	KPP
1999.438	1999-01-01	KPP
2002.31	2002-01-01	BKK
1997.537	1997-01-01	BKK
2003.282	2003-01-01	BKK
1998.074	1998-01-01	BKK
1997.764	1997-01-01	BKK
2002.26	2002-01-01	BKK
1998.274	1998-01-01	BKK
1998.367	1998-01-01	BKK
1999.997	1999-01-01	BKK
1997.699	1997-01-01	BKK
2002.619	2002-01-01	BKK
2001.94	2001-01-01	BKK
2001.534	2001-01-01	BKK
2003.178	2003-01-01	BKK
1997.915	1997-01-01	BKK
1997.915_2	1997-01-01	BKK
1998.038	1998-01-01	BKK
1997.551	1997-01-01	BKK
1994.942	1994-01-01	BKK
1995.282_2	1995-01-01	BKK
1995.351	1995-01-01	BKK
1995.745	1995-01-01	BKK
1995.282	1995-01-01	BKK
1995.307	1995-01-01	BKK
1995.49	1995-01-01	BKK
1995.636	1995-01-01	BKK
2001.866	2001-01-01	BKK
1998.77	1998-01-01	BKK
1994.501	1994-01-01	BKK
1994.855	1994-01-01	BKK
1994.764	1994-01-01	BKK
1995.496	1995-01-01	BKK
1995.734	1995-01-01	BKK
1996.022	1996-01-01	BKK
1996.923	1996-01-01	BKK
1997.151	1997-01-01	BKK
1997.422	1997-01-01	BKK
1995.178	1995-01-01	BKK
1997.778	1997-01-01	BKK
1997.57	1997-01-01	BKK
1999.542_2	1999-01-01	KPP
1996.538	1996-01-01	BKK
1996.844	1996-01-01	BKK
1996.902	1996-01-01	BKK
1995.099	1995-01-01	BKK
2006.51	2006-01-01	BKK
1997.877	1997-01-01	BKK
1998.496	1998-01-01	BKK
1999.425	1999-01-01	BKK
1998.586	1998-01-01	BKK
1999.392	1999-01-01	BKK
2001.46	2001-01-01	BKK
1999.277	1999-01-01	BKK
2001.386	2001-01-01	BKK
1998.34	1998-01-01	BKK
1998.553	1998-01-01	BKK
2003.345	2003-01-01	BKK
1999.564	1999-01-01	L99
1996.5	1996-01-01	KPP
1996.694	1996-01-01	BKK
1999.731	1999-01-01	R99
2002.312	2002-01-01	BKK
2003.118	2003-01-01	BKK
2002.592	2002-01-01	BKK
1995.66	1995-01-01	BKK
1998.178	1998-01-01	BKK
1999.542	1999-01-01	BKK
2003.668	2003-01-01	BKK
1997.597	1997-01-01	BKK
2000.197	2000-01-01	BKK
2000.481	2000-01-01	BKK
2000.486	2000-01-01	BKK
2000.817_2	2000-01-01	BKK
2000.574	2000-01-01	BKK
2000.582_2	2000-01-01	BKK
2000.754	2000-01-01	BKK
2000.91	2000-01-01	BKK
2001.66	2001-01-01	BKK
2003.89	2003-01-01	BKK
2000.249	2000-01-01	BKK
1996.71	1996-01-01	BKK
1998.984	1998-01-01	BKK
2000.964	2000-01-01	BKK
2000.418	2000-01-01	BKK
2000.582	2000-01-01	BKK
2000.858	2000-01-01	BKK
2000.689	2000-01-01	BKK
2000.88	2000-01-01	BKK
2000.923	2000-01-01	BKK
2001.564_2	2001-01-01	BKK
1998.208	1998-01-01	BKK
2001.216	2001-01-01	BKK
2001.562	2001-01-01	BKK
2006.384	2006-01-01	BKK
2000.992	2000-01-01	BKK
2001.803_2	2001-01-01	BKK
2001.523	2001-01-01	KPP
2002.496	2002-01-01	KPP
2002.984	2002-01-01	BKK
1999.504_2	1999-01-01	BKK
2003.83	2003-01-01	BKK
1997.992	1997-01-01	BKK
2003.227	2003-01-01	BKK
2002.5_4	2002-01-01	H02
2004.721	2004-01-01	BKK
2005.534	2005-01-01	BKK
2006.216	2006-01-01	BKK
2006.268	2006-01-01	BKK
2005.89	2005-01-01	BKK
2006.622	2006-01-01	BKK
2006.011	2006-01-01	BKK
2006.934	2006-01-01	BKK
2006.581	2006-01-01	BKK
2006.899	2006-01-01	BKK
2006.918	2006-01-01	BKK
2006.795	2006-01-01	BKK
2006.858	2006-01-01	BKK
2008.5_9	2008-01-01	P07
2006.019	2006-01-01	BKK
2008.563	2008-01-01	R08
2003.5_4	2003-01-01	R03
2003.313	2003-01-01	N03
2003.866	2003-01-01	BKK
2006.175_2	2006-01-01	BKK
2005.89_2	2005-01-01	BKK
1998.082	1998-01-01	BKK
1998.362	1998-01-01	BKK
1998.384_2	1998-01-01	BKK
2000.587	2000-01-01	BKK
2001.564	2001-01-01	BKK
2002.647	2002-01-01	N02
2002.73	2002-01-01	N02
2000.653	2000-01-01	BKK
2003.263	2003-01-01	BKK
1999.559	1999-01-01	BKK
1998.29	1998-01-01	BKK
1998.838	1998-01-01	BKK
2006.49	2006-01-01	BKK
1998.5	1998-01-01	Thailand
2006.501	2006-01-01	BKK
1999.975	1999-01-01	BKK
2003.197	2003-01-01	BKK
1998.69	1998-01-01	BKK
2001.748	2001-01-01	BKK
2002.167	2002-01-01	BKK
2001.803	2001-01-01	BKK
2005.611	2005-01-01	BKK
2005.893	2005-01-01	BKK
2005.69	2005-01-01	BKK
2005.959	2005-01-01	BKK
2006.34	2006-01-01	BKK
2006.367	2006-01-01	BKK
2006.101	2006-01-01	BKK
2006.175	2006-01-01	BKK
2006.403	2006-01-01	BKK
2006.408	2006-01-01	BKK
2005.625	2005-01-01	BKK
2005.956	2005-01-01	BKK
2006.671	2006-01-01	BKK
2006.836	2006-01-01	BKK
2006.784	2006-01-01	BKK
2006.827	2006-01-01	BKK
2006.97_2	2006-01-01	BKK
2006.8	2006-01-01	BKK
2006.619	2006-01-01	BKK
2006.658	2006-01-01	BKK
2004.541	2004-01-01	BKK
2004.781	2004-01-01	BKK
2004.839	2004-01-01	BKK
2005.088	2005-01-01	BKK
2006.326	2006-01-01	BKK
2003.5	2003-01-01	Cambodia
2003.5_3	2003-01-01	Cambodia
2003.433	2003-01-01	BKK
2003.5_2	2003-01-01	Cambodia
2004.5_2	2004-01-01	Cambodia
2005.5_4	2005-01-01	Cambodia
2005.619	2005-01-01	BKK
2005.5_5	2005-01-01	Cambodia
2006.882	2006-01-01	BKK
2006.5_4	2006-01-01	Cambodia
2006.5_5	2006-01-01	Cambodia
2006.5_6	2006-01-01	Cambodia
2007.5_5	2007-01-01	Cambodia
2005.5	2005-01-01	Cambodia
1999.5	1999-01-01	Cambodia
2007.5_4	2007-01-01	Cambodia
2008.5	2008-01-01	Cambodia
1998.707	1998-01-01	Taiwan
2008.5_5	2008-01-01	Cambodia
2008.5_6	2008-01-01	Cambodia
1995.384	1995-01-01	BKK
1996.801	1996-01-01	BKK
2002.389	2002-01-01	BKK
1996.776	1996-01-01	BKK
2002.066	2002-01-01	BKK
1997.858	1997-01-01	BKK
1996.396	1996-01-01	BKK
2002.258	2002-01-01	BKK
1998.118	1998-01-01	BKK
2002.192	2002-01-01	BKK
2002.329	2002-01-01	BKK
2002.063	2002-01-01	BKK
2006.381	2006-01-01	BKK
2000.973	2000-01-01	BKK
2002.485	2002-01-01	KPP
2000.731	2000-01-01	R00
2001.581	2001-01-01	BKK
2001.148	2001-01-01	BKK
1998.025	1998-01-01	BKK
1998.123	1998-01-01	BKK
1999.986	1999-01-01	BKK
2000.669	2000-01-01	BKK
2000.822	2000-01-01	BKK
2002.074	2002-01-01	BKK
2001.512	2001-01-01	BKK
2001.611	2001-01-01	BKK
1999.718	1999-01-01	BKK
2003.885_2	2003-01-01	BKK
1998.236	1998-01-01	BKK
2005.474	2005-01-01	BKK
1999.43	1999-01-01	BKK
2000.194	2000-01-01	BKK
2000.251	2000-01-01	BKK
2003.036	2003-01-01	BKK
2001.005	2001-01-01	BKK
2001.008	2001-01-01	BKK
2001.181	2001-01-01	BKK
1999.068	1999-01-01	BKK
2001.49	2001-01-01	BKK
1999.118	1999-01-01	BKK
2002.079	2002-01-01	BKK
2001.014	2001-01-01	BKK
2001.047	2001-01-01	BKK
2001.227	2001-01-01	BKK
2002.044	2002-01-01	BKK
2002.499	2002-01-01	KPP
2004.038	2004-01-01	BKK
2004.451	2004-01-01	BKK
2000.896	2000-01-01	H00
2002.178	2002-01-01	BKK
1998.597	1998-01-01	BKK
1999.874	1999-01-01	BKK
1997.951	1997-01-01	BKK
2003.885	2003-01-01	BKK
2003.808	2003-01-01	BKK
2002.493	2002-01-01	KPP
2002.537	2002-01-01	BKK
1998.093	1998-01-01	BKK
2006.553	2006-01-01	BKK
2001.819	2001-01-01	KPP
2000.814	2000-01-01	R00
2001.5_3	2001-01-01	P00
2001.647_2	2001-01-01	R01
2001.563	2001-01-01	P01
1996.716	1996-01-01	BKK
1999.696	1999-01-01	BKK
2001.647	2001-01-01	P01
1998.5_2	1998-01-01	Thailand
1998.74	1998-01-01	BKK
2003.897	2003-01-01	H03
2004.721_2	2004-01-01	BKK
2005.584	2005-01-01	BKK
2005.926	2005-01-01	BKK
2000.314	2000-01-01	R00
2000.828	2000-01-01	BKK
2001.23	2001-01-01	BKK
2000.836	2000-01-01	BKK
2000.5	2000-01-01	Cambodia
2001.5	2001-01-01	Cambodia
2000.5_2	2000-01-01	Cambodia
2002.5_2	2002-01-01	Cambodia
2002.5_3	2002-01-01	Cambodia
2001.5_2	2001-01-01	Cambodia
2002.5	2002-01-01	Cambodia
2004.322	2004-01-01	BKK
1999.241	1999-01-01	BKK
1996.762	1996-01-01	BKK
1999.648	1999-01-01	R99
1996.904	1996-01-01	BKK
2001.879	2001-01-01	BKK
2002.096	2002-01-01	BKK
2001.071	2001-01-01	BKK
1999.504	1999-01-01	BKK
1999.827	1999-01-01	BKK
2003.614	2003-01-01	BKK
2003.225_2	2003-01-01	BKK
2003.762	2003-01-01	BKK
2004.762	2004-01-01	BKK
2001.236	2001-01-01	BKK
2003.677	2003-01-01	BKK
2002.153	2002-01-01	BKK
2006.159	2006-01-01	BKK
2006.858_2	2006-01-01	BKK
2006.732_2	2006-01-01	BKK
2006.586	2006-01-01	BKK
2006.074	2006-01-01	BKK
2006.559	2006-01-01	BKK
2006.57	2006-01-01	BKK
2006.17	2006-01-01	BKK
2006.953	2006-01-01	BKK
2006.526	2006-01-01	BKK
2006.97	2006-01-01	BKK
2006.647	2006-01-01	BKK
2006.852	2006-01-01	BKK
2009.808	2009-01-01	BKK
2011.195	2011-01-01	BKK
2011.419_2	2011-01-01	BKK
2009.553	2009-01-01	BKK
2009.953	2009-01-01	KPP
2010.244	2010-01-01	Thailand
2010.17	2010-01-01	Thailand
2010.049	2010-01-01	BKK
2012.025	2012-01-01	BKK
2012.798	2012-01-01	BKK
2010.926	2010-01-01	BKK
2010.907	2010-01-01	BKK
2011.419	2011-01-01	BKK
2011.433	2011-01-01	BKK
2011.879	2011-01-01	BKK
2011.827	2011-01-01	BKK
2012.836	2012-01-01	BKK
2012.702	2012-01-01	BKK
2013.025	2013-01-01	BKK
2011.57	2011-01-01	BKK
2011.411	2011-01-01	BKK
2012.467	2012-01-01	BKK
2012.598	2012-01-01	BKK
2012.855	2012-01-01	BKK
2013.5	2013-01-01	BKK
2008.5_11	2008-01-01	Thailand
2011.5	2011-01-01	Thailand
2011.534	2011-01-01	BKK
2008.5_7	2008-01-01	Cambodia
2002.063_2	2002-01-01	R01
2012.063	2012-01-01	R12
2006.5	2006-01-01	Vietnam
2006.5_3	2006-01-01	Vietnam
2006.5_7	2006-01-01	Vietnam
2007.5	2007-01-01	Vietnam
2008.5_3	2008-01-01	Vietnam
2007.5_8	2007-01-01	Vietnam
2007.5_7	2007-01-01	Vietnam
2007.5_6	2007-01-01	Vietnam
2008.5_2	2008-01-01	Vietnam
2008.5_4	2008-01-01	Vietnam
2007.5_2	2007-01-01	Vietnam
2007.5_3	2007-01-01	Vietnam
2006.5_2	2006-01-01	Vietnam
2009.5	2009-01-01	P09
2007.063	2007-01-01	H07
